ssid,logs
CCO.Nc1ccc(Cl)cc1Nc1ccccc1,-1.23
CC(C)=O.N#CC(=N)C(=N)C#N,0.30
O.C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,-4.06
c1ccccc1.CCOC(=O)C(=O)C(=O)OCC,0.06
O.Cc1c(C)c(C)c(C)c(C)c1C,-5.23
CC(C)=O.C1C2CC3C4CC5CC(C14)C(C2)C3C5,-1.58
CCO.CCCCOC(=O)NC(N)=O,-1.11
O.Cc1cc(O)no1,-0.07
O.CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,-1.84
CCO.COc1cc(-c2cc(-c3ccc(Cl)cc3)[nH]c(=O)c2C#N)ccc1O,-1.90
O.c1coc(CNc2ncnc3[nH]cnc23)c1,-3.95
CCO.O=C(O)c1cccc(Br)c1,-0.44
CCO.Cc1cc(C)c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],-1.30
O.OC1CCCCCC1,-0.88
O.c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.23
O.Cc1ccccc1N,-0.85
CCO.CCCOC(=O)NC(N)=O,-1.29
c1ccccc1.O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.37
O.CN1CCCCC1,0.23
CCO.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.61
CCO.COc1ccc(N=Cc2ccc(-c3ccccc3)cc2)c(OC)c1,-2.06
CCO.Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.10
O.CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16
c1ccccc1.O=C(O)C1(O)CC1,-0.81
CCO.O=C(O)c1cc2ccccc2oc1=O,-2.82
O.O=C(O)c1ccsc1,-1.47
O.Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-9.48
c1ccccc1.O=C(O)C(O)c1cccc(Cl)c1,-1.84
c1ccccc1.O=C(c1ccccc1)C(C(=O)c1ccccc1)C(=O)c1ccccc1,-2.97
c1ccccc1.Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,-1.24
O.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.11
O.CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.29
c1ccccc1.O=[N+]([O-])c1ccc(O)cc1,-1.02
c1ccccc1.CCCC/C=C\C(N)=O,-0.07
O.CC(C)CCC(C)(C)C,-5.05
c1ccccc1.CCCCCCCCC(N)=O,-1.70
CCO.O=C(O)CCCCCCCBr,0.61
c1ccccc1.O=C1C=Cc2ccccc2/C1=N/Nc1ccccc1,-0.78
O.Oc1ccccc1,0.00
c1ccccc1.COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,-0.63
CCO.O=[N+]([O-])c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,-1.36
O.c1ccc2c(c1)[nH]c1ccccc12,-4.97
O.NCCCCCC(=O)O,-0.97
O.CCS,-0.60
O.CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,-2.76
c1ccccc1.O=[N+]([O-])c1ccc2c(c1)Cc1cc(Br)ccc1-2,-2.03
CCO.N[C@@H](C(=O)O)c1ccc(O)cc1,-3.79
c1ccccc1.CCc1cc(O)ccc1N=Nc1cccc(C(C)=O)c1,-1.55
CC(C)=O.COc1c([N+](=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])c1[N+](=O)[O-],0.44
CCO.O=[N+]([O-])c1ccc(NN=C(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1,-3.69
c1ccccc1.CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc1,-1.08
c1ccccc1.O=C(O)C(O)c1ccc(Cl)cc1,-1.60
O.Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,-7.66
O.O=C(O)c1ccc([N+](=O)[O-])cc1,-2.75
CCO.O=C1OC(c2ccc3c(c2)OCO3)C(c2ccccc2)C1=O,-2.21
CCO.CCOC1(C(Br)c2ccccc2)NC(=O)NC1=O,-1.04
c1ccccc1.c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-1.60
O.CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
CC(C)=O.O=C(Nc1cccc2ccccc12)N(c1ccccc1)c1ccccc1,-1.61
O.COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
CCO.OC(C=CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,-1.71
CC(C)=O.CC(C)=CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.36
CCO.O=C(O)c1cccc([N+](=O)[O-])c1,0.41
CC(C)=O.O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,-1.55
c1ccccc1.COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc(O)c(CC=C(C)C)c3O[C@@H]1CO2,-1.90
CCO.O=C(NNC(=S)Nc1ccc(Cl)cc1)c1ccncc1,-3.96
O.COc1ccc(C(=O)NN)cc1,-1.15
c1ccccc1.C/C=C(\C)C(N)=O,-0.91
O.OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.67
CC(C)=O.O=C(O)c1ccccc1[N+](=O)[O-],0.41
O.CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
CCO.Clc1ccc(-c2ccccc2)cc1,-0.25
CC(C)=O.O=[N+]([O-])c1ccc([N+](=O)[O-])c2c([N+](=O)[O-])cccc12,-0.49
O.O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.68
c1ccccc1.c1ccc2c(c1)Nc1ccccc1S2,-0.81
CCO.CCCCCCCCCCCCCC(=O)O,-0.18
O.CCC(C)(C)O,0.08
CCO.O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,0.17
O.Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,-3.68
O.NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-3.81
c1ccccc1.ClCc1c(Br)cc(Br)cc1Br,-0.57
CC(C)=O.CCCC12SC3S[C@](CCC)(S1)S[C@@](CCC)(S3)S2,-1.72
O.CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,-2.18
c1ccccc1.Oc1c(Cl)cc(Cl)cc1/N=N/c1ccccc1,-0.29
c1ccccc1.O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,-1.52
O.CCCCOCCO,-0.42
CCO.CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,-2.88
O.NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,-1.54
c1ccccc1.O=C(O)CCCC(=O)O,-2.97
c1ccccc1.Cc1cc(C)cc(C(=O)O)c1,-0.86
c1ccccc1.c1ccc(-c2ccccc2)cc1,0.73
CCO.CN(C)c1ccc(N=C=Nc2ccc(N(C)C)cc2)cc1,-1.77
c1ccccc1.c1ccc2c(c1)Cc1c-2c2c(c3c1-c1ccccc1C3)-c1ccccc1C2,-2.98
c1ccccc1.O=C(O)c1ccccc1Cl,-1.24
CCO.O=Cc1c2ccccc2c(Cl)c2ccccc12,0.25
CCO.NC(=S)NN=C1/C(=N/O)CCC/C1=N\O,-2.07
O.CC(C)NCC(O)COc1cccc2[nH]ccc12,-3.85
O.CCCC(C)(COC(N)=O)COC(N)=O,-1.74
c1ccccc1.O=C(O)CC(=O)O,-3.93
O.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.68
O.CC1(C)C2CCC1(C)C(O)C2,-2.32
CCO.O=[N+]([O-])c1ccc(C=Nc2ccccc2)c([N+](=O)[O-])c1,-1.95
O.CCC#N,0.28
CCO.O=C(NO)c1ccccc1/N=C/c1ccccn1,-1.54
CCO.O=C(O)CC1NC(=O)NC1=O,-1.85
c1ccccc1.O=C(C(=O)c1ccccc1)c1ccccc1,0.39
O.Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,-7.60
CC(C)=O.C/C=C/C1=CC(=O)[C@H](O)[C@H]1O,-0.43
O.O=C1CNC(=O)N1,-0.40
c1ccccc1.Cc1ccc(C(=O)N(O)c2ccc(Cl)cc2)cc1,-1.31
O.CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.71
CC(C)=O.CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,-1.01
c1ccccc1.O=c1c(=c2c(=O)c3cccc4cccc2c43)c2cccc3cccc1c32,-2.33
O.CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-4.65
CC(C)=O.CC(=O)N(c1ccccc1)C1CCCCC1,0.43
c1ccccc1.Cc1ccc(C(=O)C=Cc2ccccc2)cc1,0.34
c1ccccc1.Oc1ccc(N=Nc2ccccc2Cl)cc1,-0.25
O.NC(N)=S,0.32
c1ccccc1.C/C(=C\C(=O)O)c1ccccc1,0.02
CC(C)=O.CCCCCCC/C=C/C(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.38
c1ccccc1.c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,-0.84
CCO.CCCCCCCCCCC1SC(N)=NC1=O,-1.75
CCO.O=C1OC(=Nc2ccccc2[N+](=O)[O-])c2ccccc21,-1.25
O.O=C(O)Cc1ccccc1,-0.89
CC(C)=O.N#Cc1nc[nH]c1C#N,0.00
O.C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,-3.37
O.O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-4.70
CCO.O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-0.10
O.c1ccc2c(c1)CCN2,-1.04
CC(C)=O.O=C1c2ccccc2C(=O)c2c(Cl)cccc21,-1.14
c1ccccc1.CCCCCCCCC(O)C(O)CCCCCCCC,-2.04
O.CC1CCCO1,0.11
c1ccccc1.O=C1[C@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,-1.15
O.c1cc2c3c(cccc3c1)CC2,-4.54
CCO.O=C(c1ccccc1)c1ccccc1,-0.13
CC(C)=O.O=C(O)Cc1ccccc1,1.00
CCO.CCC(OC(=O)NC(N)=O)C(C)C,-1.14
O.CC1(C(=O)O)CCC(C(=O)O)C1(C)C,-1.42
O.COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,-4.15
CCO.ClC(Cl)(Cl)C1OC(C(Cl)(Cl)Cl)OC(C(Cl)(Cl)Cl)O1,-1.96
c1ccccc1.CCc1cc(O)c(C)cc1N=Nc1cccc(C(C)=O)c1,-0.54
O.CCc1ccc2ccccc2c1,-4.29
O.C1CCCCCCC1,-4.15
CCO.NC(=O)c1ccncc1,-0.24
CCO.Cc1c2ccccc2c(C)c2ccccc12,-2.24
CC(C)=O.O=C1c2c(O)cccc2C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,-1.22
CC(C)=O.O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-1.68
O.Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,-7.18
CCO.CCN(CC)CCNC(=O)c1ccc(NC(=O)/C=C\C(=O)O)cc1,-3.17
c1ccccc1.CCCCCCCC=NNC(N)=O,-0.24
c1ccccc1.O=C1CCCCCCCCCCCCCCN1,0.14
c1ccccc1.c1ccc2cc3ccccc3cc2c1,-1.04
CCO.ClCCN(CCCl)c1ccc2ccccc2c1,-0.92
CCO.CCCCCCCCCCCCCC(O)C(O)C(=O)O,-1.41
O.Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,-8.77
CCO.NC(=O)NCCCCCC(=O)O,-2.12
CC(C)=O.O=C(O)CCC(=O)O,-0.49
CCO.Cc1ccc(OC(=O)NC(N)=O)cc1,-1.84
O.O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-3.95
CC(C)=O.COCN1C(=O)c2ccccc2C1=O,-0.18
CCO.CCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)O,-2.53
CCO.CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccco1)C(=O)CNC(=O)OC(C)(C)C,-1.76
CCO.O=S(CCSc1ccccc1)CCSc1ccccc1,-1.51
c1ccccc1.Clc1nc(Cl)nc(Cl)n1,-0.04
CCO.CC(=O)Nc1ccc(O)cc1,-0.05
CC(C)=O.O=C(Nc1cnccn1)c1ccc(C(=O)Nc2cnccn2)cc1,-3.51
CCO.O=C(O)[C@@H]1CCCN1,-0.99
CCO.CC(=NNC(N)=O)C(C)c1ccccc1,-1.35
CC(C)=O.CCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.79
CCO.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.16
O.ClCC1CO1,-0.15
CCO.Cc1cc([N+](=O)[O-])ccc1/N=N/c1ccc(N(c2ccccc2)c2ccccc2)cc1,-2.83
O.CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-5.51
CCO.OC(c1ccccc1)(c1ccccc1)C(O)(c1ccccc1)c1ccccc1,-2.48
O.CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,-4.21
O.NCC(O)c1ccccc1,-0.48
c1ccccc1.O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,-1.70
CC(C)=O.CC1=C/C/C=C(\C)CC/C=C(/C)CC[C@@H](C(C)C)\C=C\1,-2.13
CCO.O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-1.00
O.NC(=O)CC[C@H](N)C(=O)O,-0.55
O.CNC(N)=O,1.13
O.NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59
c1ccccc1.CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,-0.91
CC(C)=O.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)C(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C,-1.66
CCO.C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,-2.09
CCO.Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-2.36
CCO.COc1cc(/C=C/CO)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.07
O.CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38
CCO.NC(=O)c1ccccc1,0.14
O.Oc1cccc(Cl)c1,-0.70
c1ccccc1.C1N2CN3CN1CN(C2)C3,-1.84
O.CCCO,0.62
CC(C)=O.O=C(O)c1ccc(O)c(O)c1,-0.19
O.Nc1ccc2ccc3cccc4ccc1c2c34,-0.61
O.CCN1c2ccccc2N(C)C(=O)c2cccnc21,-3.32
O.CCNc1nc(Cl)nc(N(CC)CC)n1,-4.06
c1ccccc1.CCCC(CCC)(C(=O)NO)C1CCCCC1,-0.64
CC(C)=O.CC[C@H]1c2ccc3cc(OC)ccc3c2CC[C@@]1(C)C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,-1.62
c1ccccc1.CN(C)c1ccc(C(=Nc2ccccc2N)c2ccc(N(C)C)cc2)cc1,-1.14
c1ccccc1.O=C1CCCCN1,0.91
O.O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,-4.05
CC(C)=O.NC(=O)c1ccc(S(N)(=O)=O)cc1,-1.85
O.Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,-8.89
c1ccccc1.c1cc2ccc3cccc4ccc(c1)c2c34,-0.26
c1ccccc1.CC1=CC(=O)c2ccccc2C1=O,0.09
O.NS(=O)(=O)c1cc2c(s1)SCCC2O,-2.59
CCO.O=Cc1ccc(Cl)cc1,0.47
O.CCc1occc(=O)c1O,-0.89
CCO.O=[N+]([O-])c1ccc(Cl)cc1,-0.36
CCO.O=C(O[C@H]1CO[C@@H](c2ccccc2)OC1)c1ccc(Br)cc1,-1.86
c1ccccc1.O=P1(CO)Oc2ccccc2-c2ccccc21,-2.16
O.CN=C=S,-1.00
CC(C)=O.O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.34
CCO.COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,-0.46
CCO.NS(=O)(=O)c1ccccc1-c1nc(=O)c2ccccc2[nH]1,-2.61
O.CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73
CC(C)=O.O=[N+]([O-])c1cccc2ccccc12,0.78
CC(C)=O.COP(=O)(NC(C)=O)SC,-0.04
CCO.C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,-2.29
CCO.Nc1ccc([N+](=O)[O-])cc1C(=O)O,-1.11
CCO.O=C(O)c1ccccc1[N+](=O)[O-],0.35
O.Cc1cc(N)n(-c2ccccc2)n1,-0.94
O.COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62
CCO.CCCCCCCCCCCCCCCC(=O)O[C@H]1CO[C@@H](c2ccccc2)OC1,-1.38
CC(C)=O.CC1(C)COP(=O)(C(C)(C)O)OC1,-1.17
c1ccccc1.Oc1cccc2cccnc12,0.19
O.O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22
O.FC1(F)C(F)(F)C(F)(F)C1(F)F,-3.92
CCO.Clc1ccc(Cl)cc1,-0.21
O.CCOP(=O)(OCC)OCC,0.43
CCO.CCOc1cc(Cl)c([N+](=O)[O-])cc1[N+](=O)[O-],-1.55
c1ccccc1.N#C/C(c1ccccc1)=[N+](\[O-])c1ccccc1Cl,-0.54
CC(C)=O.O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,-0.49
CCO.CCCCCCCCCCC(C)(C)C(=O)NO,0.00
CCO.CCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.69
O.COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-4.65
c1ccccc1.CCOC(=O)C(C#N)=NNc1ccccc1[N+](=O)[O-],-0.50
CC(C)=O.NC(Cc1ccccc1)C(=O)O,-2.73
O.CC12CCC(C1)C(C)(C)C2=O,-1.85
O.COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,-4.26
CCO.Cc1cc(Cl)cc(Cl)c1OCC(=O)Nc1ccccc1,-0.97
CC(C)=O.CCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.66
CCO.COc1ccc(N=Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,-2.28
CCO.[N-]=[N+]=NC(=O)c1ccccc1[N+](=O)[O-],-0.78
CCO.COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,0.23
CCO.Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-1.14
O.CNC[C@H](O)c1cccc(O)c1,0.58
CCO.CC(=O)NCC(=O)O,-1.09
CC(C)=O.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-0.83
CC(C)=O.O=C(Nc1ccccc1)c1ccc(C(=O)Nc2ccccc2)cc1,-3.50
CCO.O=C(c1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,-2.50
CC(C)=O.CN1C(=O)N(C)C2C1N(C)S(=O)(=O)N2C,-1.91
c1ccccc1.COC(C)C(NC(=O)c1ccccc1)C(=O)O,-0.45
O.CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-5.15
CCO.O=C(O)c1ccc(Cl)cc1,-0.54
O.c1ccc2c(c1)Oc1ccccc1O2,-5.32
CCO.[NH3+]CCCCCC(=O)[O-],-2.72
O.COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.31
CCO.NC12CC3CC(CC(C3)C1)C2,-2.40
O.C=CCC(C(=O)NC(N)=O)C(C)C,-2.75
CCO.COC(=O)/C=C/C(=O)OC,-1.05
O.N[C@@H](Cc1cnc[nH]1)C(=O)O,-0.57
c1ccccc1.CCCC(CCC)(C(=O)NO)c1ccccc1,-0.60
c1ccccc1.CCCCC(N)=O,-1.35
O.CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,-3.43
CCO.O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cccc2c1,-2.76
O.O=C(O)CCP(=O)(O)c1ccccc1,-3.08
CCO.N#CC(c1ccc([N+](=O)[O-])cc1)C(CC(=O)c1ccccc1)c1ccccc1,-2.35
CCO.COC(=O)NC(N)=O,-1.93
O.CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,-4.32
CC(C)=O.C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,-0.76
O.CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71
O.CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-3.39
O.CSSC,-1.44
CCO.CCCCC(C)OC(=O)NC(N)=O,-1.29
O.CCCCCO,-0.60
CCO.CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.41
CCO.O=C(O)CCCCCCC(=O)O,-0.34
CC(C)=O.O=C(Nc1cnc(NC(=O)c2ccccc2)cn1)c1ccccc1,-2.90
O.O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46
CCO.Cc1ccc(S(=O)(=O)NNC(=O)C(O)(c2ccccc2)c2ccccc2)cc1,-1.46
CCO.c1ccc(N=Nc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,-0.71
CCO.CCOC(=O)CSC1=N/C(=C\c2ccccc2)C(=O)N1c1ccccc1,-2.08
O.ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,-6.15
O.CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,-2.06
c1ccccc1.COc1ccccc1/C(C)=C\C(=O)O,-0.43
CC(C)=O.CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,0.28
O.ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.90
O.c1ccc2ocnc2c1,-1.16
CCO.O=C(O)CCCCCNC(=O)OCc1ccccc1,0.06
CCO.O=[N+]([O-])c1ccc(-c2ccccc2)cc1O,-1.22
CC(C)=O.OOC1(c2ccccc2)c2ccccc2C(OO)(c2ccccc2)c2ccccc21,-2.05
O.CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,-1.75
CCO.CCC(=O)NCCNC(=O)CC,-0.10
O.CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,-2.52
c1ccccc1.C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,-2.38
CC(C)=O.O=C(O)c1ccc(Br)cc1,-0.30
CCO.O=P(Oc1ccc(Cl)cc1)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,-1.85
O.NS(=O)(=O)c1cc2c(s1)C(O)CCS2,-2.25
O.Clc1ccc(Cl)c(Cl)c1Cl,-4.63
O.CCC(Br)(CC)C(=O)NC(N)=O,-2.68
O.C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.30
c1ccccc1.CCCCCCCCCCCC(C(=O)O)C(=O)O,-3.33
CCO.C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,0.24
O.O=C(O)CCSSCCC(=O)O,-0.19
O.Cc1cccc2c(C)cccc12,-4.74
O.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,-1.81
O.CC(=O)O,1.22
O.NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1,-3.03
c1ccccc1.O=C(O)c1ccc(Cl)cc1,-2.47
O.OCc1ccccc1,-0.40
CC(C)=O.O=P(c1ccccc1)(c1ccccc1)c1cc(O)ccc1O,-1.63
O.O=C(NCCO)C(=O)NCCO,-0.11
CC(C)=O.NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,-1.91
CCO.O=[N+]([O-])c1ccc(C=Nc2cccc(-c3ccccc3)c2)cc1,-1.92
c1ccccc1.Cc1ccc(C)c([N+](=O)[O-])c1[N+](=O)[O-],-0.12
CCO.O=C(O)c1ccccc1,0.44
CCO.COc1cc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)ccc1O,-0.70
CC(C)=O.C1C2CC3CC1CC(C2)C3,0.25
O.ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-5.18
O.O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,-3.19
c1ccccc1.Cc1cc(N=Nc2ccccc2)ccc1O,-0.50
c1ccccc1.O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-2.14
O.CN(C)C(=O)Nc1ccc(Cl)cc1,-2.91
O.CCS(=O)(=O)CC,0.04
CCO.CCCCCCCC/C=C/C(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.77
c1ccccc1.O=[N+]([O-])OCCN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],-1.77
O.CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.35
O.COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,-1.61
CCO.Cc1ccc(/N=C(/Nc2ccc(C)cc2)n2c(Nc3ccc(C)cc3)nc3cc(C)ccc32)cc1,-2.99
CCO.Cc1ccc(S(N)(=O)=O)cc1,-0.05
CCO.c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,-2.62
O.Cc1occc1C(=O)Nc1ccccc1,-3.30
c1ccccc1.C(=CC=Cc1ccccc1)C=Cc1ccccc1,-1.43
CCO.CN(C)c1ccc(NC(=O)N(C=O)c2ccc(N(C)C)cc2)cc1,-2.27
CC(C)=O.Nc1cc(Cl)ccc1Nc1ccccc1Cl,-0.14
